year,yearly_avg_temperature
1980,6.772905747614842
1981,7.590144313484022
1982,7.597536221215476
1983,7.945009839136396
1984,7.498486938570815
1985,6.562162256730746
1986,7.311215545053352
1987,6.572408697264243
1988,7.677048564566645
1989,8.743504688072287
1990,8.486154190012037
1991,7.848125667724605
1992,7.831254442782864
1993,7.314503018833594
1994,8.322440514608912
